ablation,method,count,repeatability,repeatability_std,repeatability_valid_count,matching_accuracy,matching_accuracy_std,matching_accuracy_valid_count,localization_error_px,localization_error_px_std,localization_error_px_valid_count,runtime_ms,runtime_ms_std,runtime_ms_valid_count,accepted_matches,accepted_matches_std,accepted_matches_valid_count,correct_matches,correct_matches_std,correct_matches_valid_count,reference_keypoints,reference_keypoints_std,reference_keypoints_valid_count,scene_keypoints,scene_keypoints_std,scene_keypoints_valid_count
full,Harris,11,0.7090371518682852,0.1313444617046555,11,0.45416666666666666,0.23791630180941084,6,2.267723701216958,0.35477933872117645,11,390.9588454544891,11.732267837688148,11,2.909090909090909,3.330301651638946,11,1.5454545454545454,1.916436086262016,11,64.72727272727273,6.943931294172042,11,135.9090909090909,55.14971359028902,11
full,LoG,11,0.7490703289038163,0.15177195697626675,11,0.5015873015873016,0.34304723566251283,9,2.21501286463304,0.4202626023537727,11,355.1968363638232,12.00203688340955,11,2.727272727272727,2.327698824629556,11,1.6363636363636365,1.85864075456917,11,41.72727272727273,4.961671272684418,11,90.63636363636364,26.960240085254163,11
full,SIFT,11,0.5467281510759772,0.12302259199758601,11,0.5411255411255411,0.27790537164390766,11,2.237298293547197,0.5905190401060922,11,803.6987545454559,21.315992261139225,11,4.909090909090909,3.753785967647741,11,2.727272727272727,2.9695423583747407,11,22.09090909090909,2.1658506621900533,11,54.54545454545455,18.656707299862088,11
full,Shi-Tomasi,11,0.7055683734063753,0.12893406037043764,11,0.4708333333333333,0.3847214693846796,8,2.2534155791456048,0.3473155120065862,11,380.8019818182154,12.101861420838055,11,3.727272727272727,3.6902820784029258,11,2.090909090909091,2.467976720090587,11,61.54545454545455,5.680909018170179,11,125.0,46.59613717895508,11
full,Sobel,11,0.7162708766463708,0.17528949775728328,11,0.287037037037037,0.2919971672448422,9,2.1851857629689304,0.46933871812228906,11,362.1692636362158,15.341032919779026,11,1.9090909090909092,1.3751033019046575,11,0.7272727272727273,1.009049958219026,11,34.0,3.255764119219941,11,45.27272727272727,18.547727133484088,11
no_frequency,Harris,11,0.6859568484408757,0.10738483167925128,11,0.0,0.0,4,2.3431153405796397,0.32561277927972165,11,111.08727272742478,6.074152270641399,11,0.45454545454545453,0.6875516509523286,11,0.0,0.0,11,85.9090909090909,8.40778859694445,11,173.36363636363637,44.92943962987459,11
no_frequency,LoG,11,0.7379078931663939,0.13985185636592112,11,0.08333333333333333,0.2041241452319315,6,2.05559072711251,0.30301389906582593,11,72.90060909078669,6.018721945326625,11,0.7272727272727273,0.7862453931068966,11,0.09090909090909091,0.3015113445777636,11,69.63636363636364,7.839294959021854,11,141.1818181818182,57.9720935999696,11
no_frequency,SIFT,11,0.6308119558758946,0.1379793832850702,11,0.9233100233100232,0.1513274792525437,11,1.841551360758868,0.3889832955446231,11,615.6978545454463,21.383856210464526,11,5.909090909090909,3.238967287718277,11,5.454545454545454,3.0777796010642597,11,20.545454545454547,2.9787123514578027,11,49.18181818181818,22.88151298239774,11
no_frequency,Shi-Tomasi,11,0.6528525415172542,0.11741162005607779,11,0.5833333333333334,0.49159604012508756,6,2.289873578331687,0.3819214686167745,11,98.48574545454044,4.603991959107237,11,0.7272727272727273,0.7862453931068965,11,0.45454545454545453,0.6875516509523286,11,83.18181818181819,7.717748140723198,11,159.0909090909091,56.72469399733161,11
no_frequency,Sobel,11,0.7393025130073315,0.17831897002263022,11,0.3611111111111111,0.4270918020840571,6,2.132452217015353,0.4038815452416446,11,74.08095454535545,5.187010256895592,11,0.8181818181818182,0.9816498172140428,11,0.36363636363636365,0.6741998624632419,11,47.0,5.310367218940701,11,85.0909090909091,30.73257081812241,11
